path	artist_name	artist_location
H/Y/F/TRHYFUU128F14938E3	Wilki	MARSHFIELD
H/Z/H/TRHZHBP128F425A1AF	Westlife	Dublin, Ireland
S/O/B/TRSOBXT128F1459EB4	Fall Out Boy	Wilmette, IL
M/D/H/TRMDHVI128E0788D64	The Human League	Sheffield, Yorkshire, England
W/A/Y/TRWAYXQ128F4248370	Pet Shop Boys	London, England
G/K/P/TRGKPOB128F427EC24	Malene Mortensen	
G/N/G/TRGNGNO128F4289BED	Hayko Cepkin	
H/W/Y/TRHWYNW128F429878E	Eva Dahlgren	
M/B/U/TRMBUMM128F92F4896	Ace Karaoke Productions	
J/R/D/TRJRDCZ128F427FC25	System of a Down	Los Angeles, CA
U/X/K/TRUXKNQ12903CA34C8	McLean	
I/R/Q/TRIRQNR128F14AEBD9	Kool & The Gang	Jersey City, NJ
M/G/U/TRMGUBU128F4268B8F	Gladys Knight & The Pips	
O/Z/H/TROZHAS12903CE629C	Eddie Sender	
M/Y/W/TRMYWNJ128F4287EC2	Eros Ramazzotti	IT
U/O/V/TRUOVIF12903CE1E13	Gyptian	
V/P/B/TRVPBTK12903CE7A6F	Cary Brothers	Los Angeles CA
P/V/X/TRPVXQH128E0795E8E	Loredana Berte	
C/F/P/TRCFPMW12903CDBF92	New Boyz	California 
Y/T/P/TRYTPDA128F146D3BD	Black Eyed Peas	Los Angeles, CA
E/M/R/TREMRSN12903CD5371	Ulver	Oslo
Y/U/E/TRYUEKK128F4263A81	Aerosmith	Boston, MA
O/R/V/TRORVAN12903CA5B01	Tocotronic	Hamburg, Germany
J/N/C/TRJNCCP128F42B34D6	Atomic Kitten	Liverpool, England
E/G/I/TREGIEZ12903CE6039	Amaral	Madrid SPAIN
F/F/T/TRFFTUT128F4296BCC	Anna Oxa	
N/O/S/TRNOSGL128F4268010	Ashford & Simpson	NY - New York City
A/Q/T/TRAQTVG128F427F936	Elton John	Pinner, Middlesex, England
K/B/W/TRKBWZR12903CBA68B	Alizée	
Y/Y/M/TRYYMBS128F92FE061	10_000 Maniacs	Jamestown, NY
N/Z/K/TRNZKFC12903CB521A	Pepper	Kona, HI
U/M/O/TRUMOAC128F4232952	Diana Navarro	Malaga, Spain
Q/D/P/TRQDPGX128F4265A77	Big Audio Dynamite	
A/E/Q/TRAEQUD128F4299006	Se:Sa Featuring Sharon Phillips	
J/G/F/TRJGFMM128F92F465D	Enrique Iglesias	Madrid, Spain
P/D/U/TRPDUTX128F92C6D17	Jonezetta	Clinton, MS
M/W/E/TRMWEBJ128F931D025	Beyoncé	
D/B/E/TRDBEXV128F42A4ABC	System of a Down	Los Angeles, CA
T/P/R/TRTPRTU12903CBEF22	Linus Loves Feat. Sam Obernik	
P/J/Y/TRPJYCW128F42B45FE	RMB	
U/G/S/TRUGSGF128F933BAE4	Anita Lipnicka	
F/U/A/TRFUAHP128F932444D	Bee Gees	Cincinnati Ohio USA
R/E/N/TRRENJG128F42AA2D4	Vargo	
I/U/W/TRIUWGG12903D1371C	New Identity	
G/I/W/TRGIWAF128F93033C0	Pryda	
X/D/D/TRXDDLQ128F423BE8D	Brad Mehldau	
K/M/X/TRKMXSU12903CCC6F0	Joaquin Phoenix	SALEM, Oregon
N/X/Q/TRNXQOG128F92E01F0	Haggard	Munich / Germany
D/B/Z/TRDBZLO12903D07003	The Cliks	Toronto, Canada
A/V/T/TRAVTYX12903CD34A6	Benny Neyman & Tony Willé	
L/I/P/TRLIPRZ128F92C26F9	Miguel Bosé	
J/A/T/TRJATHV128F930ABDE	Ice	Tennessee
U/C/I/TRUCIMM128F424E486	Cybertribe	
G/A/O/TRGAOLV128E0789D40	Coldplay	
E/I/S/TREISJY128F428C9A7	Uniting Nations	
C/Y/K/TRCYKOV128E07917EB	Semisonic	Minneapolis, MN
L/B/H/TRLBHKR128F42742A7	Arnej	Toronto
G/C/S/TRGCSEW12903D0D300	Bedrock	Detroit
B/V/J/TRBVJZF128F423E80D	Moderatto	
K/Y/F/TRKYFZJ128F42A97DC	Zehn Meter Feldweg	
M/Q/K/TRMQKGK128F931A0DA	Bo Kaspers Orkester	
A/P/Y/TRAPYDH128F42651CD	Dolly Parton and Vince Gill	
L/X/C/TRLXCCO128EF365930	Childsplay	Mass. - Boston
U/Z/S/TRUZSRO128F9319FD8	Elvis Crespo	
H/O/P/TRHOPPV128F1471FF0	Little River Band	Melbourne, Australia
J/A/X/TRJAXJJ128F92CBFC9	Alanis Morissette	Ottawa, Ontario, Canada
O/G/M/TROGMKJ128F92F0924	Gilberto Santa Rosa	WEST PALM BEACH, Florida
C/G/P/TRCGPNR128F425B034	Earth_ Wind & Fire	Chicago, IL
M/X/P/TRMXPJY128F92F2320	Katy Perry	Los Angeles, CA
A/S/I/TRASIVA128F933DB52	Boyz II Men	Philadelphia, PA
C/U/F/TRCUFZL128F4259439	The Shangri-Las	Queens, NY
S/F/L/TRSFLLX128F932732F	Apocalyptica	Helsinki, Finland
M/X/L/TRMXLMR12903D00E41	West Band	
G/T/G/TRGTGJP128F4297FB2	Soul Of Man	
O/M/S/TROMSIX12903C9FE31	Bebo Norman	
P/E/C/TRPECDY128F931E153	Enrique Iglesias	Madrid, Spain
X/L/G/TRXLGMW128F932AD7C	Tears For Fears	Bath, Somerset, England
N/D/S/TRNDSOE128F9335ED9	John P. Strohm	Boston, MA
H/X/B/TRHXBMS128F425AEB4	Geri Halliwell	Watford, Hertfordshire, England
O/A/X/TROAXUL128F422EC49	Craig David	Southampton, England
F/S/Q/TRFSQQW12903CE9CC0	The Courteeners	
J/Q/V/TRJQVNX128F425EA29	Leona Lewis	London, UK
K/B/Z/TRKBZNF12903CE18CE	Green Day	Berkeley, CA
S/V/V/TRSVVGA128F9303A55	Elvira Nikolaisen	
Y/P/N/TRYPNNN128EF348B10	DJ Silver	VIRGINIA BEACH, Virginia
U/W/D/TRUWDBH128F145E240	Straylight Run	Long Island, NY
U/Y/J/TRUYJJU128F9312535	Ysa Ferrer	
B/F/N/TRBFNOR128F933B0F5	Los Fabulosos Cadillacs	Buenos Aires.
O/E/L/TROELXZ12903CC6A6B	Dougal / Gammer	
W/Y/O/TRWYOVL128F424305A	BarlowGirl	Chicago, IL
X/Y/E/TRXYEPY128F428D704	Dashboard Confessional	Boca Raton, FL
C/N/D/TRCNDHD128F92FB288	Sub Bass Monster	
Q/U/M/TRQUMEM128F9336B00	Yuridia	
D/A/J/TRDAJXO128F423B0D0	Ellen Allien	Berlin, Germany
X/M/A/TRXMABP128F42263DC	Tube-Tech	
F/R/B/TRFRBDC12903D13F39	Super Mal	
B/L/Z/TRBLZFX128F4246B0A	Z-RO	Peabody
X/Z/A/TRXZAKV128F1454824	Eminem	St. Joseph, MO
G/F/P/TRGFPJV128F429D478	Kurt Nilsen	Bergen, Norway
U/F/R/TRUFREB128F92EE468	Herbert Grönemeyer	Göttingen
Y/R/J/TRYRJRM128F92F2FD5	Children Of Bodom	
V/N/T/TRVNTZK128F42A7681	Preluders	
R/G/P/TRRGPSF128F92D92AA	Rammstein	Germany
C/M/M/TRCMMWA128F92D3E27	Paper Route	Nashville, TN
Q/R/L/TRQRLSL12903D07165	The J. Geils Band	Boston, MA
B/P/H/TRBPHEN128E0785362	Jaci Velasquez	
N/V/H/TRNVHUY128F4298C0C	Pretty Ricky	Miami, FL
C/I/T/TRCITSS128F9341BB3	Factory	Vicenza
P/G/O/TRPGOWM128E07896DA	Gadjo / Alexandra Prince	
S/R/H/TRSRHOB128F9317517	Tomcraft	
B/B/U/TRBBUMN128F930892E	Lucas Prata	
D/R/N/TRDRNTA128F92F4524	Guardian	California
J/I/B/TRJIBWL128F4297E49	Café Quijano	
W/I/D/TRWIDXZ128F146B1D3	Pee Wee Crayton	Greenwood, MS
L/L/E/TRLLEIH128F427E960	Natasha St-Pier	
E/G/T/TREGTHK128F4296187	R. Kelly	Chicago, IL
U/V/Y/TRUVYNZ128F42385DF	Fall Out Boy	Wilmette, IL
N/X/Y/TRNXYXU128F92D5D35	Eoghan Quigg	
U/P/Q/TRUPQPE128C7196472	Nelly	HERNDON, Virginia
A/P/B/TRAPBWK12903CFF35A	Riccardo Fogli	Pontedera, Italy
W/E/Q/TRWEQKZ12903CCD0C6	Orlando Pops Orchestra	
L/I/V/TRLIVEM128F42AD054	Joseph McManners	Canterbury, Kent
S/P/E/TRSPEFK128E07811EF	JoJo	Boston, MA
L/I/C/TRLICII128F427CF5B	Malú	
G/A/P/TRGAPGO128F423AFD2	Damero	
U/B/S/TRUBSZM128F422ABDE	Paul Cardall	Utah
U/D/S/TRUDSPL128F4270CC6	Jaheim	New Brunswick, NJ
S/C/W/TRSCWCV12903CFB6D2	[ingenting]	
W/W/L/TRWWLLA128C7196946	3 Doors Down	Escatawpa, MS
U/J/E/TRUJEDZ128F931461F	Ramadanman	
D/M/M/TRDMMXI128F92FA996	Cali Lips Style	California - LA
C/U/H/TRCUHEW128F93395CF	Andrzej Piaseczny	
O/S/H/TROSHCI128F42850E1	Hi-Tack	
I/X/Y/TRIXYUS128F4249507	Julian Jabre	
L/Q/S/TRLQSWP128F42B8658	Maria Lawson	
H/K/R/TRHKRCM128F92E6EBB	Same Difference	Cary North Carolina USA
X/K/I/TRXKILT128F9332E60	Sugababes	England
W/H/U/TRWHUSK128F14628CE	Lighthouse Family	Newcastle, England
W/W/P/TRWWPSV128F4244C71	At Vance	Germany
F/X/Q/TRFXQCT128EF35A24A	Michael Bublé	British Columbia
G/Q/A/TRGQAZT128F149C67E	Michael Brecker	Philadelphia, PA
C/P/Q/TRCPQEE12903CB0FDD	Alphaville	Berlin, Germany
L/A/W/TRLAWOD128F427448F	Las Ketchup	
C/D/F/TRCDFHD128E0784E7D	Fabolous	Brooklyn, NY
S/V/C/TRSVCWB12903CD0B10	Backstreet Boys	Orlando, FL
N/D/P/TRNDPEO128F4274DAC	Band Of Horses	Seattle, WA
S/D/C/TRSDCJR128F933A211	CSO	
P/H/E/TRPHEZA128F9309755	Destiny's Child featuring Jermaine Dupri_ Da Brat & Lil Bow Wow	Houston, TX
J/Z/Z/TRJZZBH128F1496A23	The Incredible String Band	
E/I/S/TREISJY128F428C9A7	Uniting Nations	
Q/M/S/TRQMSUG12903CCB9D8	Lionel Richie Tribute Band	
L/Z/S/TRLZSFW128F92D641B	Method Of Defiance	
I/Q/R/TRIQRTW128F931C2B2	Muffins	Calgary Alberta Canada
A/O/F/TRAOFBZ128F424E884	Chiaraluna	
G/S/Z/TRGSZLI128F4230F3A	Ólafur Arnalds	
Y/B/Y/TRYBYBM128F4272072	Lunik	Switzerland
Q/I/L/TRQILVS128F9341FDB	KT Tunstall	Scotland
B/S/D/TRBSDTV128F92E2730	Simple Plan	Montreal, Quebec, Canada
I/L/I/TRILIEN128F4280E8B	Natasha Marsh	
M/M/C/TRMMCTJ128F933AE36	Katie Melua	Georgia
I/N/L/TRINLBB12903CA6E86	UCast	
E/P/B/TREPBHT128F14805AD	Phil Collins	Chiswick, London, England
G/H/D/TRGHDFM12903CC5149	Morgan Page	Burlington, Vermont
M/K/L/TRMKLKN12903CEF6A8	Orphan Songs	
U/R/A/TRURAJQ128F1454932	Kaiser Chiefs	Leeds, England
L/D/Y/TRLDYON12903CC509A	Michael Franks	La Jolla, CA
N/W/A/TRNWAPE128F934BC37	Enya	Gweedore, Donegal, Ireland
A/L/D/TRALDUE128F9312AF2	Snow Patrol	Dundee, Scotland
S/S/H/TRSSHFM128F42954CD	Silent Waves	
W/D/R/TRWDRWK128F42AA955	Gipsy Kings	Arles, France
Y/J/C/TRYJCMM128F42A9AB5	Kyau & Albert	
S/W/K/TRSWKJI128F92F716F	Dapayk solo	
P/H/M/TRPHMFA128F92D2DC7	Dr. Hook	New Jersey
P/R/K/TRPRKGR128F931F5C0	Rosana	
Y/Q/N/TRYQNTS128E07857D6	Green Day	Berkeley, CA
J/A/N/TRJANQP12903CB0703	Harry Choo Choo Romero	
K/Z/J/TRKZJIN128F4246F7C	Pole Folder	
S/K/K/TRSKKTO128F427699D	Sue Keller	Allentown, PA
L/H/J/TRLHJYN128F14697E2	State Of The Heart	
U/U/W/TRUUWXO128F14AD734	Gabriel Yared	Beirut, Lebanon
K/I/G/TRKIGHZ128F4239520	La Buena Vida	
E/D/S/TREDSAY128F4265DAE	Billy Preston	Houston, TX
B/G/E/TRBGEHE128F14A0094	Starsplash	
T/X/U/TRTXUKK128F42337C4	Caravelli	
G/O/N/TRGONUO128F931F391	Grum	
K/F/Z/TRKFZSF12903CBB709	The Campaign for Real-Time	Mass. - Boston
L/S/S/TRLSSJG128F92FC008	Blake Jarrell	
X/S/T/TRXSTAI128F14610C9	Diana Krall	Nanaimo, Canada
P/J/C/TRPJCCW128F42AA778	Foo Fighters	Seattle, WA
V/E/O/TRVEOLM128F42A3A31	Busta Rhymes	East Flatbush, Brooklyn, NY
Y/A/E/TRYAEYX128F428D69A	Billy Ocean	Fyzabad, Trinidad, West Indies
B/S/C/TRBSCHB12903CDCF13	Evanescence	New York, NY
Y/E/R/TRYERPL128F1453CD7	El Arrebato	Seville, Spain
W/D/T/TRWDTIZ128F9327A7E	Antimatter	
G/U/W/TRGUWCQ128F14B026C	Black Box	Illinois
P/T/F/TRPTFEK128F92E280D	Sian Alice Group	
J/B/W/TRJBWDS128F42A96AE	Kay Stone	
D/J/Z/TRDJZAT128F428BA7D	Xavier Rudd	Victoria, Australia
E/N/N/TRENNLG128F934324D	Pixie Lott	
A/F/E/TRAFEUG128F934DA58	Marc Marzenit	Barcelona / Mollerussa
N/M/A/TRNMALH128F42481BF	Ana Gabriel	
T/H/J/TRTHJBE128F424F174	Lustral	California - LA
F/U/B/TRFUBNF128F4294644	Jose Cid	
X/T/O/TRXTOSU128F42791A4	Within Temptation	The Netherlands
L/A/T/TRLATAG128F428A409	Tishamingo	
N/Q/L/TRNQLIG128F427DC4F	Giant Robot	
R/H/B/TRRHBSL12903CD72F4	Descent	Ohio
S/N/P/TRSNPMS128F42AE761	Joe Satriani	Westbury, Long Island, NY
C/W/B/TRCWBSB128F14A9EBA	Hubert Kah	
X/G/V/TRXGVYV128F1463447	Sonique	
U/N/H/TRUNHHW12903CBF20A	7 Skies	
V/P/J/TRVPJOU12903D0736E	Bob Rivers	
O/V/W/TROVWUH128F92EB877	Gloria Gaynor	Newark, NJ
L/D/Y/TRLDYIW128F147B548	Catie Curtis	
M/F/O/TRMFOLO128F424A0FC	Ashlee Simpson	Waco, TX
B/A/W/TRBAWVE128F4227C21	Heiko Laux	
L/K/Q/TRLKQNO128F92F8B49	Mike Foyle	
K/P/R/TRKPRLO128F426624C	Sara Bareilles	Eureka, CA
X/V/V/TRXVVXN128F9340539	Nickelback	Hanna, Alberta, Canada
Q/I/Y/TRQIYIM128F429C0B3	Bo Hansson	
V/J/G/TRVJGHH128F932A6C3	Sonicflood	
B/G/Q/TRBGQLY128F427FBB2	Satwinder Bitti	
K/L/Z/TRKLZKE12903CA44AF	Passion Pit	Laval Quebec Canada
N/W/D/TRNWDZC128F933A44A	Danni Carlos	BR
X/X/M/TRXXMHS128F92D1E70	Samantha Fox	UK
Y/H/I/TRYHIIS128F4234DAF	Luis Miguel	San Juan, Puerto Rico
L/Q/V/TRLQVQY128F1478971	The Breeders	Boston
T/L/W/TRTLWWV128F92FA818	Beast	Montreal QC
R/K/Z/TRRKZRY128F92FC473	Rosie Flores	San Antonio, TX
W/T/L/TRWTLBW128F935A116	Jonathan King	London, England
Y/B/T/TRYBTDT128F42A4AD7	Avril Lavigne	Belleville, Ontario, Canada
J/C/O/TRJCOZJ128F9334E97	Eddie Rabbitt	Brooklyn, NY
Z/U/I/TRZUIOX128F4227BFC	James Blunt	
T/U/K/TRTUKNG128F42ADFE5	Journey South	England
R/I/M/TRRIMUI128F930658E	Celtas Cortos	
X/O/O/TRXOOOE128F931EB02	Deer Tick	Providence RI
P/E/C/TRPECDY128F931E153	Enrique Iglesias	Madrid, Spain
A/R/I/TRARIBY128F4273287	System of a Down	Los Angeles, CA
M/F/A/TRMFAAT12903CF0EBC	Shakedown	California
C/H/K/TRCHKXK128F42636EC	Anouk	The Hague, Netherlands
X/X/A/TRXXARQ12903CE6A81	Bablicon	
S/I/U/TRSIUSH128F932B5ED	Ricchi E Poveri	
O/L/O/TROLOAU128F423F877	The Tams	Atlanta, GA
J/W/X/TRJWXTN128F42487F0	Sondre Lerche	Bergen, Norway
T/F/J/TRTFJYW128F92DA876	Mike Candys	
A/R/I/TRARIHF12903CB2756	SK8	
G/C/O/TRGCOYC128F427AEBB	Ijah feat. D'Empress	CANADA - Québec
W/N/Z/TRWNZIH128F9350CB4	Winter Hours	
S/G/G/TRSGGGN128E07925E9	Mya / Jadakiss	
S/G/K/TRSGKSO128F4266F15	Ben Folds Five	
C/C/P/TRCCPTC128F14971B1	Skid Row	Dublin, Ireland
N/O/C/TRNOCBX128F9319120	Gabor Szabo	Budapest, Hungary
X/H/L/TRXHLAU128F1476DBD	Ottmar Liebert	Cologne, Germany
N/D/U/TRNDUEN128F14A0E4E	Erik Vee	International
B/T/F/TRBTFPB128F92C81D9	Fire Island	
U/I/U/TRUIUEU128F14AA70D	Afrilounge	
K/J/O/TRKJOEW128F9304CE1	Bic Runga	
A/A/C/TRAACQE12903CC706C	Old Man River	
O/Q/T/TROQTBG128F427ECF9	Albert Hammond Jr.	Los Angeles, CA
A/E/A/TRAEAWW128F42975CE	Noel Sanger	
Y/Q/H/TRYQHFW128F14AA842	yoomiii	
B/C/T/TRBCTEE128F42438DC	Alexander O'Neal	Minneapolis, MN
V/L/Z/TRVLZZQ128F4271BFF	X-Press 2	
X/Q/P/TRXQPFC12903CF4F75	Danilo Montero	 
O/S/Y/TROSYZC128F422AA3A	Coldplay Tribute	
P/G/U/TRPGUZQ128E079520F	Craig David	Southampton, England
G/V/S/TRGVSDT12903CC496B	Billy Joe Royal	Tennessee
Z/V/J/TRZVJVL128E078D26E	Firefall	Boulder, CO
P/D/O/TRPDOAI128F9334640	Dee Robert	
D/C/F/TRDCFTC12903CB123A	Mephisto Walz	California - LA
X/T/Q/TRXTQGL128F4279079	Hakimakli	
V/X/E/TRVXESF128E0787315	The Corrs	
I/Z/E/TRIZETU128F42A36A7	Roger Whittaker	Nairobi, Kenya
B/W/F/TRBWFEZ128F9302E32	Synth Pop Future Stars	
J/P/O/TRJPOCA128F4271B24	Cledus T. Judd	
Q/F/H/TRQFHKF128F92E9D6D	Skeeter Davis	Dry Ridge, KY
Q/M/N/TRQMNBT128E07862C2	DMX	
Y/G/L/TRYGLSF128F427F124	Hess Is More	
I/V/P/TRIVPVY12903CAB83B	Rasmus Nøhr	
Y/I/F/TRYIFEI12903D07D2D	Jaime Jamgochian	Tennessee
M/T/T/TRMTTEI12903CC3F21	Bob Rivers	
B/C/G/TRBCGZZ128F92EB4BF	Michael Jackson	
N/M/R/TRNMRWP128F931DF85	Avril Lavigne	Belleville, Ontario, Canada
Y/Z/W/TRYZWBL128F425A184	Natalie Imbruglia	Sydney, Australia
X/V/X/TRXVXAU128F9335155	Vibrasphere	Uppsala, Sweden
J/V/P/TRJVPHF128F92DDE87	CDM Project	
L/B/S/TRLBSPA12903CC52B3	Carlene Carter	Nashville, TN
E/I/A/TREIANS128F147AD97	The Puppini Sisters	London, England
P/X/Y/TRPXYFQ128F93069AF	Jean Michel Jarre	FRANCE
X/Q/Y/TRXQYDB12903D08740	Club Enforcer	
N/I/M/TRNIMPB128F9317C91	Greg Billings Band feat. Brian Johnson	
S/Q/N/TRSQNDR128F429B2B4	Anatomy Of A Ghost	Washington
T/Y/X/TRTYXZK128F4290090	Backstreet Boys	Orlando, FL
G/J/Q/TRGJQJE128F42A807B	Alex Megane	
G/V/M/TRGVMFJ128F421BD08	At Vance	Germany
N/M/Y/TRNMYJK128F423ADFD	The Red Hot Valentines	Champaign, IL
H/F/X/TRHFXJG128F425781A	Nubla	
X/A/T/TRXATXL128F4294211	JP Juice	
P/C/N/TRPCNJY128EF35F4EF	The Icicle Works	
C/X/V/TRCXVCT128F4266302	Phosphorescent	Athens, GA
D/T/U/TRDTURG128F4276BC0	Orbital	Sevenoaks, United Kingdom
U/U/Q/TRUUQTZ128E07869CC	Alejandro Sanz	Madrid, Spain
G/W/C/TRGWCQD128E0798C71	New Order	NL
Y/H/U/TRYHUCA128F9318753	Calvin Harris	Dumfries, Scotland, United Kingdom
K/Q/I/TRKQIPY128F428940A	Cesare Cremonini	Bologna, Italy
V/Z/T/TRVZTWF128F14A2B5D	Travis Tritt	Marietta, GA
C/H/K/TRCHKLK12903CC9CB8	Corona/ Capella/ Soulsearch	
O/B/R/TROBRHY12903D09C85	Lifehouse	NORTH FORT MYERS, Florida
K/L/V/TRKLVGD128F42A0CCD	Jorge Ferreira	
S/P/Q/TRSPQWS128F9345090	Mariah Carey / Gucci Mane	New York, New York
K/F/D/TRKFDTN128EF361E48	Shoshannah	United States
R/C/Q/TRRCQGR128F42AA304	Massimo Di Cataldo	
E/U/J/TREUJQR128E07928D5	50 Cent	Queens, NY
P/B/Q/TRPBQII128F4263598	Hardrive	Hartlepool
S/E/N/TRSENGH128F4267C02	Jane Olivor	New York, NY
W/H/F/TRWHFVL128F4247F91	Falling Up	Albany, OR
U/R/Q/TRURQHL128F14A4F67	The Hollies	Manchester, England
O/O/E/TROOEYB128F1492A31	Wonderwall	North Carolina
R/D/J/TRRDJKK128F147C7C2	Third Eye Blind	
V/A/X/TRVAXPO128F932C25E	Die Roten Rosen	
S/K/C/TRSKCNN128F9333F9E	Ronan Keating	Dublin, Ireland
D/N/U/TRDNUNW128F933DB3D	Boyz II Men	Philadelphia, PA
X/R/Z/TRXRZAN12903C9D2C9	Moltheni	
J/G/I/TRJGIDC128F9308943	Nick Terranova	
G/A/D/TRGADYJ128F92FF609	Ronski Speed	
O/V/L/TROVLOJ128E078AADE	Luis Miguel	San Juan, Puerto Rico
K/S/T/TRKSTOL128F92DA76D	Smokie	Bradford, England
L/U/T/TRLUTGB128F92E4EDD	Kostas Martakis	
H/K/S/TRHKSYP128F92EC598	Gary P. Nunn	Texas
L/U/P/TRLUPCU128F422DF34	Foreign Born	Los Angeles
G/M/O/TRGMOOQ128F4279C8B	System of a Down	Los Angeles, CA
R/A/L/TRRALUJ128F428E57F	Propaganda	D�orf, Germany
G/S/G/TRGSGVH128F14995E1	Scooter	Florida
K/D/R/TRKDRMG128F42A12FB	Eamon	Staten  Island, New York
J/D/Q/TRJDQUN128E078F415	McFly	London, England
U/G/L/TRUGLWF128F4272BA8	Elliot Goldenthal	New York, NY
U/C/G/TRUCGQN128F9308835	Secondhand Serenade	Menlo Park
A/Y/E/TRAYEGN128F9361233	Joe Bonamassa	
W/O/W/TRWOWAF12903D1618B	The Charms	Mass. - Boston
R/V/E/TRRVEGO12903CAFA93	San Quinn	
N/R/Q/TRNRQLX128F1483677	Sparklehorse	
X/C/E/TRXCEVI128F93161FE	Shakira	Barranquilla, Colombia
I/R/U/TRIRULF128F92FD818	Alphabeat	Denmark
A/Q/R/TRAQRYZ128F4291DCB	Britney Spears	Kentwood, LA; Los Angeles, CA
L/M/D/TRLMDCG12903CED1B5	Jannes	
X/B/R/TRXBRBZ128F42348FD	David deMaria	
W/N/T/TRWNTBN128F42727D7	Beyoncé feat. Jay-Z	
I/D/W/TRIDWLV12903D051A8	Joshua Bell;Sting	INDIANAPOLIS, US
E/L/J/TRELJJQ12903CB150C	Mott The Hoople	AMELIA, Ohio
I/Q/U/TRIQUJT12903D073A4	Mila Mason	Tennessee
K/R/C/TRKRCLD128F42A0CA2	Anna Abreu	
K/O/G/TRKOGJM128F9320F07	Apollo 440	Liverpool, England
G/O/A/TRGOAFY128E0798E30	Erika	
U/U/Y/TRUUYTE12903CB5FCC	Sanctus Real	Toledo, OH
M/D/Q/TRMDQOY128E078EB4D	No Doubt	Anaheim, CA
Y/F/D/TRYFDJB128F429A591	Elva Hsiao	
M/D/M/TRMDMPK128F92F91FD	Polly Scattergood	
L/B/S/TRLBSKT12903C9E731	Depeche Mode	Basildon, England
G/H/Y/TRGHYVA12903D136A1	Ilya Soloviev	
C/D/N/TRCDNFU128F92DF6FB	Cutting Crew	
C/L/I/TRCLINH128E0780E4D	Blink-182	Poway, CA
B/M/B/TRBMBHJ128E0784E2B	Lucky Boys Confusion	Chicago, IL
L/F/Q/TRLFQEM128F92F070A	Ludovico Einaudi	Turin, Italy
L/V/D/TRLVDIE128F42456DD	Ben's Brother	UK
O/S/W/TROSWIV128F92F9DA9	2-4 Grooves feat. Reki D.	
J/N/F/TRJNFGI128F42ADCAD	Phantom Planet	
E/J/U/TREJUYC128F932BDD4	Kidz Bop Kids	
A/W/D/TRAWDGL12903CCD3D8	Fabienne Louves	
O/G/T/TROGTWU128F9340628	Nick Fiorucci	
E/X/P/TREXPXD128E078D2EC	George Benson	Pittsburgh, PA
P/Z/N/TRPZNAX128F9324147	Julian Jabre	
G/R/B/TRGRBUI128F4292B8C	Andrea Corr	Dundalk, County Louth, Ireland
H/T/I/TRHTIRW128F9342B35	Lucky Dube	
U/M/Y/TRUMYSI128F42BC965	Avril Lavigne	Belleville, Ontario, Canada
R/Z/V/TRRZVJT128F42B9B1A	Akcent	Romania
Q/Z/O/TRQZOOA128F42638B7	Dennis Ferrer	New York
I/A/W/TRIAWOI128F423CFFC	Joss Stone	Devon, England
W/B/W/TRWBWJX128E078A918	883	
U/P/D/TRUPDGJ12903CA93BE	Amy Pearson	
B/L/D/TRBLDZE12903CFF81C	Twenty 4 Seven	Virginia
M/Y/J/TRMYJKH12903CCD937	Casting Crowns	Atlanta, GA
C/O/T/TRCOTDB128F14539D6	Green Day	Berkeley, CA
M/J/G/TRMJGDA128F426954E	Mariano Yanani	
W/D/M/TRWDMIS128F4270F9F	The Hot Toddies	
R/L/J/TRRLJYO12903D09982	Sveta	
Y/V/E/TRYVEQG128F931457E	Baker Brothers	
G/F/Z/TRGFZFL128F14A5A63	Magic Dirt	
L/J/T/TRLJTEL128F92FF371	Elliott Brood	Toronto ON
I/I/W/TRIIWGD128F930BBBB	Phil Coulter	Derry, Northern Ireland
Y/B/F/TRYBFHB128F42855C7	Justin Guarini	
D/Q/G/TRDQGSM128F1460983	Billy Idol	"<a href=""http://billyidol.net"" onmousedown='UntrustedLink.bootstrap($(this), ""fc44f8f60d13ab68c56b3c6709c6d670"", event)' target=""_blank"" rel=""nofollow"">http://billyidol.net</a>"
W/C/K/TRWCKEI128E0780E47	Blink-182	Poway, CA
P/R/T/TRPRTPU128F147A6D6	The Mahotella Queens	
O/L/V/TROLVZO128F92F5765	Justin Timberlake duet with Beyonce	
D/Z/W/TRDZWFG12903CBF4BD	Ken Boothe	Kingston, Jamaica
I/A/N/TRIANWL128F426D0AF	The Magnetic Fields	Boston, MA
D/L/W/TRDLWAP128F428F6B9	Christina Aguilera	
V/W/U/TRVWUKV128F9325DF4	Stan Van Samang	
K/V/O/TRKVOWX128F930D730	Airwave featuring Ludovic Meyer	
U/Z/A/TRUZAOX128F9305498	Justin Timberlake	
E/F/A/TREFAZU12903CA45CA	Catamenia	
M/Z/F/TRMZFKF128EF357618	Dik Dik	
H/H/J/TRHHJGF128F42A505C	Mylo	
A/E/A/TRAEAWW128F42975CE	Noel Sanger	
T/G/Z/TRTGZJM128F93274A5	Space Frog	California
E/R/N/TRERNXA128F427D55A	Bomfunk MC's;The Cool Sheiks	
F/Z/K/TRFZKIT128F932FE9F	Britney Spears featuring Madonna	Kentwood, LA; Los Angeles, CA
R/L/N/TRRLNIZ12903C9BD4E	Da Groove Doctors Feat. Duane Harden	
C/L/O/TRCLOST128E079221A	Eminem	St. Joseph, MO
I/M/E/TRIMECG128F92D0147	Deadmau5	Toronto
H/U/L/TRHULSP128F9333715	Erasure	London, England
